vege_id,vege_name,ObsTime,avg_price_per_kg,StnPres,Temperature,RH,WS,Precp,typhoon
36,洋蔥,2022/1/10 00:00,19.7,1012.38,18.77,77.55,3.06,0.0,0
50,牛番茄,2022/1/10 00:00,25.6,994.73,17.16,82.37,2.62,0.0,0
27,玉米筍,2022/1/10 00:00,39.0,959.79,15.78,83.46,1.49,0.0,0
31,紅蘿蔔,2022/1/10 00:00,15.6,1014.65,17.91,81.5,3.8,0.0,0
13,紅鳳菜,2022/1/10 00:00,31.9,1011.35,17.57,79.47,3.25,0.12,0
42,絲瓜,2022/1/10 00:00,38.9,999.2,17.79,80.93,2.67,0.0,0
16,美生菜,2022/1/10 00:00,8.0,1015.0,18.0,78.6,3.5,0.0,0
52,花椰菜,2022/1/10 00:00,21.55,1009.67,17.94,82.38,4.16,0.0,0
29,芹菜,2022/1/10 00:00,15.2,1015.05,17.98,79.6,3.79,0.0,0
46,苦瓜,2022/1/10 00:00,48.85,1005.55,19.0,77.74,2.43,0.0,0
34,薑,2022/1/10 00:00,78.4,968.5,16.38,85.34,1.1,0.32,0
8,青江菜,2022/1/10 00:00,17.55,1011.72,17.61,79.38,3.28,0.11,0
51,青花菜,2022/1/10 00:00,24.53,1014.97,17.92,79.73,3.44,0.0,0
33,馬鈴薯,2022/1/10 00:00,27.5,1007.04,17.47,82.11,2.75,0.0,0
3,高麗菜,2022/1/10 00:00,7.95,997.26,16.84,85.71,2.26,0.92,0
2,空心菜,2022/1/10 00:00,62.0,1009.07,17.49,80.13,3.1,0.1,0
4,莧菜,2022/1/10 00:00,32.4,1008.93,17.28,80.04,3.09,0.21,0
6,芥藍,2022/1/10 00:00,47.0,1014.24,17.91,78.78,3.45,0.03,0
14,地瓜葉,2022/1/10 00:00,24.07,1011.35,17.57,79.47,3.25,0.12,0
37,芋頭,2022/1/10 00:00,12.0,997.21,17.8,81.71,1.89,0.0,0
39,蓮藕,2022/1/10 00:00,42.43,1010.1,17.36,82.55,2.86,0.09,0
41,茄子,2022/1/10 00:00,34.8,993.59,18.77,76.86,2.1,0.0,0
45,冬瓜,2022/1/11 00:00,10.39,1007.73,15.63,81.17,3.07,0.39,0
43,南瓜,2022/1/11 00:00,9.55,1011.68,16.04,76.8,4.08,0.21,0
32,地瓜,2022/1/11 00:00,18.36,1016.83,15.72,72.59,5.97,0.0,0
14,地瓜葉,2022/1/11 00:00,20.16,1014.06,14.62,73.17,5.02,0.99,0
9,大白菜,2022/1/11 00:00,9.98,1017.47,15.29,73.19,5.77,0.0,0
47,大黃瓜,2022/1/11 00:00,18.07,998.26,16.32,76.43,3.74,0.07,0
7,小白菜,2022/1/11 00:00,15.66,1014.36,14.73,72.96,5.09,0.89,0
10,油菜,2022/1/11 00:00,16.77,1007.71,15.2,78.49,4.33,0.19,0
36,洋蔥,2022/1/11 00:00,24.13,1014.21,16.62,72.62,4.83,0.06,0
50,牛番茄,2022/1/11 00:00,20.66,996.42,15.23,77.39,4.05,0.03,0
27,玉米筍,2022/1/11 00:00,23.89,961.21,14.08,83.98,2.05,0.02,0
2,空心菜,2022/1/11 00:00,14.9,1011.63,14.59,74.06,4.89,0.82,0
31,紅蘿蔔,2022/1/11 00:00,11.59,1016.6,15.79,73.44,5.92,0.0,0
